title,time,authors,link
How Eliza Corporation Moved Healthcare Data to the Cloud,2016-10-06T12:27:11+00:00,['NorthBay Solutions'],https://aws.amazon.com/blogs/big-data/how-eliza-corporation-moved-healthcare-data-to-the-cloud/
Building Event-Driven Batch Analytics on AWS,2016-10-04T12:27:24+00:00,['Karthik Sonti'],https://aws.amazon.com/blogs/big-data/building-event-driven-batch-analytics-on-aws/
Month in Review: September 2016,2016-10-03T12:27:49+00:00,['Derek Young'],https://aws.amazon.com/blogs/big-data/month-in-review-september-2016/
Real-time Stream Processing Using Apache Spark Streaming and Apache Kafka on AWS,2016-09-30T12:26:36+00:00,['Prasad Alle'],https://aws.amazon.com/blogs/big-data/real-time-stream-processing-using-apache-spark-streaming-and-apache-kafka-on-aws/
Join us This Week at Strata + Hadoop World in New York City,2016-09-26T12:28:02+00:00,['Jorge A. Lopez'],https://aws.amazon.com/blogs/big-data/join-us-this-week-at-strata-hadoop-world-in-new-york-city/
Amazon EMR-DynamoDB Connector Repository on AWSLabs GitHub,2016-09-23T12:28:20+00:00,['Mike Grimes'],https://aws.amazon.com/blogs/big-data/amazon-emr-dynamodb-connector-repository-on-awslabs-github-2/
Encrypt Data At-Rest and In-Flight on Amazon EMR with Security Configurations,2016-09-21T17:01:15+00:00,['Jonathan Fritz'],https://aws.amazon.com/blogs/big-data/encrypt-data-at-rest-and-in-flight-on-amazon-emr-with-security-configurations/
Real-time Clickstream Anomaly Detection with Amazon Kinesis Analytics,2016-09-20T16:03:55+00:00,['Chris Marshall'],https://aws.amazon.com/blogs/big-data/real-time-clickstream-anomaly-detection-with-amazon-kinesis-analytics/
Writing SQL on Streaming Data with Amazon Kinesis Analytics \xe2\x80\x93 Part 2,2016-09-15T18:41:23+00:00,['Ryan Nienhuis'],https://aws.amazon.com/blogs/big-data/writing-sql-on-streaming-data-with-amazon-kinesis-analytics-part-2/
Month in Review: August 2016,2016-09-10T00:01:08+00:00,['Andy Werth'],https://aws.amazon.com/blogs/big-data/month-in-review-august-2016/
Integrating IoT Events into Your Analytic Platform,2016-09-09T15:42:09+00:00,['Veronika Megler'],https://aws.amazon.com/blogs/big-data/integrating-iot-events-into-your-analytic-platform/
Processing VPC Flow Logs with Amazon EMR,2016-09-02T16:22:32+00:00,['Michael Wallman'],https://aws.amazon.com/blogs/big-data/processing-vpc-flow-logs-with-amazon-emr/
Data Lake Ingestion: Automatically Partition Hive External Tables with AWS,2016-08-25T14:59:46+00:00,['Songzhi Liu'],https://aws.amazon.com/blogs/big-data/data-lake-ingestion-automatically-partition-hive-external-tables-with-aws/
Seattle AWS Big Data Meetup: Building Smart Healthcare Applications on AWS,2016-08-24T19:30:59+00:00,['Andy Werth'],https://aws.amazon.com/blogs/big-data/seattle-aws-big-data-meetup-building-smart-healthcare-applications-on-aws/
Monitor Your Application for Processing DynamoDB Streams,2016-08-19T17:50:19+00:00,['Asmita Barve-Karandikar'],https://aws.amazon.com/blogs/big-data/monitor-your-application-for-processing-dynamodb-streams/
Writing SQL on Streaming Data with Amazon Kinesis Analytics \xe2\x80\x93 Part 1,2016-08-11T15:40:37+00:00,['Ryan Nienhuis'],https://aws.amazon.com/blogs/big-data/writing-sql-on-streaming-data-with-amazon-kinesis-analytics-part-1/
Building and Deploying Custom Applications with Apache Bigtop and Amazon EMR,2016-08-09T17:32:06+00:00,['Hernan Vivani'],https://aws.amazon.com/blogs/big-data/building-and-deploying-custom-applications-with-apache-bigtop-and-amazon-emr/
Readmission Prediction Through Patient Risk Stratification Using Amazon Machine Learning,2016-08-04T17:51:57+00:00,['Ujjwal Ratan'],https://aws.amazon.com/blogs/big-data/readmission-prediction-through-patient-risk-stratification-using-amazon-machine-learning/
Month in Review: July 2016,2016-08-03T15:10:44+00:00,['Derek Young'],https://aws.amazon.com/blogs/big-data/month-in-review-july-2016/
"Use Spark 2.0, Hive 2.1 on Tez, and the latest from the Hadoop ecosystem on Amazon EMR release 5.0",2016-08-02T17:34:57+00:00,['Jonathan Fritz'],https://aws.amazon.com/blogs/big-data/use-spark-2-0-hive-2-1-on-tez-and-the-latest-from-the-hadoop-ecosystem-on-amazon-emr-release-5-0/
Installing and Running JobServer for Apache Spark on Amazon EMR,2016-07-28T15:04:29+00:00,['Derek Graeber'],https://aws.amazon.com/blogs/big-data/installing-and-running-jobserver-for-apache-spark-on-amazon-emr/
Learn about Amazon Redshift in our new Data Warehousing on AWS Class,2016-07-26T14:59:28+00:00,['Janna Pellegrino'],https://aws.amazon.com/blogs/big-data/learn-about-amazon-redshift-in-our-new-data-warehousing-on-aws-class/
Process Large DynamoDB Streams Using Multiple Amazon Kinesis Client Library (KCL) Workers,2016-07-21T14:44:27+00:00,['Asmita Barve-Karandikar'],https://aws.amazon.com/blogs/big-data/process-large-dynamodb-streams-using-multiple-amazon-kinesis-client-library-kcl-workers/
AWS re:Invent 2016 Registration is Now Open,2016-07-19T14:59:27+00:00,['Andy Werth'],https://aws.amazon.com/blogs/big-data/aws-reinvent-2016-registration-is-now-open/
Simplify Management of Amazon Redshift Snapshots using AWS Lambda,2016-07-15T15:04:27+00:00,['Ian Meyers'],https://aws.amazon.com/blogs/big-data/simplify-management-of-amazon-redshift-snapshots-using-aws-lambda/
How SmartNews Built a Lambda Architecture on AWS to Analyze Customer Behavior and Recommend Content,2016-07-14T14:59:28+00:00,['SmartNews'],https://aws.amazon.com/blogs/big-data/how-smartnews-built-a-lambda-architecture-on-aws-to-analyze-customer-behavior-and-recommend-content/
Generating Recommendations at Amazon Scale with Apache Spark and Amazon DSSTNE,2016-07-09T00:44:32+00:00,['Kiuk Chung'],https://aws.amazon.com/blogs/big-data/generating-recommendations-at-amazon-scale-with-apache-spark-and-amazon-dsstne/
Month in Review: June 2016,2016-07-01T17:51:02+00:00,['Andy Werth'],https://aws.amazon.com/blogs/big-data/month-in-review-june-2016/
Use Sqoop to Transfer Data from Amazon EMR to Amazon RDS,2016-06-30T13:55:58+00:00,['Sai Sriparasa'],https://aws.amazon.com/blogs/big-data/use-sqoop-to-transfer-data-from-amazon-emr-to-amazon-rds/
Analyze Realtime Data from Amazon Kinesis Streams Using Zeppelin and Spark Streaming,2016-06-24T15:32:55+00:00,['Manjeet Chayel'],https://aws.amazon.com/blogs/big-data/analyze-realtime-data-from-amazon-kinesis-streams-using-zeppelin-and-spark-streaming/
Apache Tez Now Available with Amazon EMR,2016-06-22T14:15:52+00:00,['Moataz Anany'],https://aws.amazon.com/blogs/big-data/apache-tez-now-available-with-amazon-emr/
Processing Amazon DynamoDB Streams Using the Amazon Kinesis Client Library,2016-06-17T17:33:21+00:00,['Asmita Barve-Karandikar'],https://aws.amazon.com/blogs/big-data/processing-amazon-dynamodb-streams-using-the-amazon-kinesis-client-library/
Use Apache Oozie Workflows to Automate Apache Spark Jobs (and more!) on Amazon EMR,2016-06-08T22:13:34+00:00,['Mike Grimes'],https://aws.amazon.com/blogs/big-data/use-apache-oozie-workflows-to-automate-apache-spark-jobs-and-more-on-amazon-emr/
JOIN Amazon Redshift AND Amazon RDS PostgreSQL WITH dblink,2016-06-03T19:08:29+00:00,['Tony Gibbs'],https://aws.amazon.com/blogs/big-data/join-amazon-redshift-and-amazon-rds-postgresql-with-dblink/
Supercharge SQL on Your Data in Apache HBase with Apache Phoenix,2016-06-02T18:50:53+00:00,['Jonathan Fritz'],https://aws.amazon.com/blogs/big-data/supercharge-sql-on-your-data-in-apache-hbase-with-apache-phoenix/
Using Spark SQL for ETL,2016-05-25T21:34:08+00:00,['Ben Snively'],https://aws.amazon.com/blogs/big-data/using-spark-sql-for-etl/
Using Python 3.4 on EMR Spark Applications,2016-05-19T22:50:51+00:00,['Bruno Faria'],https://aws.amazon.com/blogs/big-data/using-python-3-4-on-emr-spark-applications/
Real-time in-memory OLTP and Analytics with Apache Ignite on AWS,2016-05-14T00:14:20+00:00,['Babu Elumalai'],https://aws.amazon.com/blogs/big-data/real-time-in-memory-oltp-and-analytics-with-apache-ignite-on-aws/
From SQL to Microservices: Integrating AWS Lambda with Relational Databases,2016-05-05T18:54:10+00:00,['Bob Strahan'],https://aws.amazon.com/blogs/big-data/from-sql-to-microservices-integrating-aws-lambda-with-relational-databases/
Month in Review: April 2016,2016-05-04T21:47:52+00:00,['Andy Werth'],https://aws.amazon.com/blogs/big-data/month-in-review-april-2016/
AWS Big Data Meetup May 5 in Palo Alto: Explore the Power of Machine Learning in the Cloud,2016-05-03T17:41:13+00:00,['Andy Werth'],https://aws.amazon.com/blogs/big-data/aws-big-data-meetup-may-5-in-palo-alto-explore-the-power-of-machine-learning-in-the-cloud/
Process Encrypted Data in Amazon EMR with Amazon S3 and AWS KMS,2016-04-28T16:36:37+00:00,['Russell Nash'],https://aws.amazon.com/blogs/big-data/process-encrypted-data-in-amazon-emr-with-amazon-s3-and-aws-kms/
Sharpen your Skill Set with Apache Spark on the AWS Big Data Blog,2016-04-25T19:56:23+00:00,['Andy Werth'],https://aws.amazon.com/blogs/big-data/sharpen-your-skill-set-with-apache-spark-on-the-aws-big-data-blog/
Combine NoSQL and Massively Parallel Analytics Using Apache HBase and Apache Hive on Amazon EMR,2016-04-21T17:53:13+00:00,['Ben Snively'],https://aws.amazon.com/blogs/big-data/combine-nosql-and-massively-parallel-analytics-using-apache-hbase-and-apache-hive-on-amazon-emr/
AWS Big Data Meetup April 27 in Seattle: Explore the Power of Machine Learning in the Cloud,2016-04-20T16:29:18+00:00,['Andy Werth'],https://aws.amazon.com/blogs/big-data/aws-big-data-meetup-april-27-in-seattle-explore-the-power-of-machine-learning-in-the-cloud/
Using CombineInputFormat to Combat Hadoop\xe2\x80\x99s Small Files Problem,2016-04-19T17:17:48+00:00,['James Norvell'],https://aws.amazon.com/blogs/big-data/using-combineinputformat-to-combat-hadoops-small-files-problem/
AWS at Strata+Hadoop 2016: Building a Scalable Architecture on AWS to Process Streaming Data,2016-04-18T17:17:49+00:00,['Andy Werth'],https://aws.amazon.com/blogs/big-data/aws-at-stratahadoop-2016-building-a-scalable-architecture-on-aws-to-process-streaming-data/
Exploring Geospatial Intelligence using SparkR on Amazon EMR,2016-04-14T15:54:10+00:00,['Gopal Wunnava'],https://aws.amazon.com/blogs/big-data/exploring-geospatial-intelligence-using-sparkr-on-amazon-emr/
Month in Review: March 2016,2016-04-08T19:43:05+00:00,['Andy Werth'],https://aws.amazon.com/blogs/big-data/month-in-review-march-2016/
Encrypt Your Amazon Redshift Loads with Amazon S3 and AWS KMS,2016-04-07T14:39:55+00:00,['Russell Nash'],https://aws.amazon.com/blogs/big-data/encrypt-your-amazon-redshift-loads-with-amazon-s3-and-aws-kms/
Will Spark Power the Data behind Precision Medicine?,2016-03-31T17:55:28+00:00,['Christopher Crosbie'],https://aws.amazon.com/blogs/big-data/will-spark-power-the-data-behind-precision-medicine/
Crunching Statistics at Scale with SparkR on Amazon EMR,2016-03-29T18:13:10+00:00,['Christopher Crosbie'],https://aws.amazon.com/blogs/big-data/crunching-statistics-at-scale-with-sparkr-on-amazon-emr/
AWS Big Data Meetup March 31 in San Francisco: Intro to SparkR and breakout discussions,2016-03-28T22:51:56+00:00,['Steve McPherson'],https://aws.amazon.com/blogs/big-data/aws-big-data-meetup-march-31-in-san-francisco-intro-to-sparkr-and-breakout-discussions/
"Anomaly Detection Using PySpark, Hive, and Hue on Amazon EMR",2016-03-24T19:39:53+00:00,['Veronika Megler'],https://aws.amazon.com/blogs/big-data/anomaly-detection-using-pyspark-hive-and-hue-on-amazon-emr/
Import Zeppelin notes from GitHub or JSON in Zeppelin 0.5.6 on Amazon EMR,2016-03-22T20:42:10+00:00,['Jonathan Fritz'],https://aws.amazon.com/blogs/big-data/import-zeppelin-notes-from-github-or-json-in-zeppelin-0-5-6-on-amazon-emr/
"Join us at Strata + Hadoop World Conference in San Jose, March 29-31",2016-03-22T18:32:11+00:00,['Jorge A. Lopez'],https://aws.amazon.com/blogs/big-data/join-us-at-strata-hadoop-world-conference-in-san-jose-march-29-31/
AWS Big Data Meetup March 22 in Seattle: Intro to SparkR and breakout discussions,2016-03-18T16:13:56+00:00,['Steve McPherson'],https://aws.amazon.com/blogs/big-data/aws-big-data-meetup-march-22-in-seattle-intro-to-sparkr-and-breakout-discussions/
"Analyze a Time Series in Real Time with AWS Lambda, Amazon Kinesis and Amazon DynamoDB Streams",2016-03-17T14:27:50+00:00,['JustGiving'],https://aws.amazon.com/blogs/big-data/analyze-a-time-series-in-real-time-with-aws-lambda-amazon-kinesis-and-amazon-dynamodb-streams/
AWS Partner Post Spotlight: Attunity,2016-03-10T15:46:13+00:00,['Andy Werth'],https://aws.amazon.com/blogs/big-data/aws-partner-post-spotlight-attunity/
Big Data Website Gets a Big Makeover at AWS,2016-03-08T20:18:09+00:00,['Jorge A. Lopez'],https://aws.amazon.com/blogs/big-data/big-data-website-gets-a-big-makeover-at-aws/
Analyze Your Data on Amazon DynamoDB with Apache Spark,2016-03-03T14:35:41+00:00,['Manjeet Chayel'],https://aws.amazon.com/blogs/big-data/analyze-your-data-on-amazon-dynamodb-with-apache-spark/
Month in Review: February 2016,2016-02-29T19:02:30+00:00,['Andy Werth'],https://aws.amazon.com/blogs/big-data/month-in-review-february-2016/
Optimize Spark-Streaming to Efficiently Process Amazon Kinesis Streams,2016-02-26T21:21:33+00:00,['Rahul Bhartia'],https://aws.amazon.com/blogs/big-data/optimize-spark-streaming-to-efficiently-process-amazon-kinesis-streams/
Introducing On-Demand Pipeline Execution in AWS Data Pipeline,2016-02-23T00:13:51+00:00,['Marc Beitchman'],https://aws.amazon.com/blogs/big-data/introducing-on-demand-pipeline-execution-in-aws-data-pipeline/
Join us at the AWS Big Data Meetup on February 24th in Palo Alto,2016-02-17T20:21:54+00:00,['Steve McPherson'],https://aws.amazon.com/blogs/big-data/join-us-at-the-aws-big-data-meetup-on-february-24th-in-palo-alto/
Process Amazon Kinesis Aggregated Data with AWS Lambda,2016-02-17T18:03:46+00:00,['Ian Meyers'],https://aws.amazon.com/blogs/big-data/process-amazon-kinesis-aggregated-data-with-aws-lambda/
Big Data Analytics Options on AWS: Updated White Paper,2016-02-12T18:59:50+00:00,['Erik Swensson'],https://aws.amazon.com/blogs/big-data/big-data-analytics-options-on-aws-updated-white-paper/
Amazon Redshift UDF repository on AWSLabs,2016-02-11T16:00:21+00:00,['Christopher Crosbie'],https://aws.amazon.com/blogs/big-data/amazon-redshift-udf-repository-on-awslabs/
Submitting User Applications with spark-submit,2016-02-05T22:50:14+00:00,['Francisco Oliveira'],https://aws.amazon.com/blogs/big-data/submitting-user-applications-with-spark-submit/
Month in Review (January 2016),2016-02-01T22:19:02+00:00,['Andy Werth'],https://aws.amazon.com/blogs/big-data/month-in-review-january-2016/
Turning Amazon EMR into a Massive Amazon S3 Processing Engine with Campanile,2016-01-29T21:59:15+00:00,['Michael Wallman'],https://aws.amazon.com/blogs/big-data/turning-amazon-emr-into-a-massive-amazon-s3-processing-engine-with-campanile/
Agile Analytics with Amazon Redshift,2016-01-22T15:34:37+00:00,['Nick Corbett'],https://aws.amazon.com/blogs/big-data/agile-analytics-with-amazon-redshift/
Querying Amazon Kinesis Streams Directly with SQL and Spark Streaming,2016-01-14T17:53:52+00:00,['Amo Abeyaratne'],https://aws.amazon.com/blogs/big-data/querying-amazon-kinesis-streams-directly-with-sql-and-spark-streaming/
Join us at the AWS Big Data Meetup on January 13th in San Francisco,2016-01-11T16:19:27+00:00,['Steve McPherson'],https://aws.amazon.com/blogs/big-data/join-us-at-the-aws-big-data-meetup-on-january-13th-in-san-francisco/
Running an External Zeppelin Instance using S3 Backed Notebooks with Spark on Amazon EMR,2016-01-08T01:19:46+00:00,['Dominic Murphy'],https://aws.amazon.com/blogs/big-data/running-an-external-zeppelin-instance-using-s3-backed-notebooks-with-spark-on-amazon-emr/
Month in Review: December 2015,2015-12-31T20:44:34+00:00,['Andy Werth'],https://aws.amazon.com/blogs/big-data/month-in-review-december-2015/
Query Routing and Rewrite: Introducing pgbouncer-rr for Amazon Redshift and PostgreSQL,2015-12-29T15:43:53+00:00,['Bob Strahan'],https://aws.amazon.com/blogs/big-data/query-routing-and-rewrite-introducing-pgbouncer-rr-for-amazon-redshift-and-postgresql/
Securely Access Web Interfaces on Amazon EMR Launched in a Private Subnet,2015-12-22T18:14:55+00:00,['Ben Snively'],https://aws.amazon.com/blogs/big-data/securely-access-web-interfaces-on-amazon-emr-launched-in-a-private-subnet/
Performance Tuning Your Titan Graph Database on AWS,2015-12-14T18:49:34+00:00,['Nick Corbett'],https://aws.amazon.com/blogs/big-data/performance-tuning-your-titan-graph-database-on-aws/
Top 10 Performance Tuning Techniques for Amazon Redshift,2015-12-10T19:27:11+00:00,"['Ian Meyers', 'Zach Christopherson', 'Matt Scaer']",https://aws.amazon.com/blogs/big-data/top-10-performance-tuning-techniques-for-amazon-redshift/
Migrating Metadata when Encrypting an Amazon Redshift Cluster,2015-12-03T20:48:11+00:00,['John Loughlin'],https://aws.amazon.com/blogs/big-data/migrating-metadata-when-encrypting-an-amazon-redshift-cluster/
Big Data AWS Training Course Gets Big Update,2015-12-01T00:06:19+00:00,['Michael Stroh'],https://aws.amazon.com/blogs/big-data/big-data-aws-training-course-gets-big-update/
Building a Near Real-Time Discovery Platform with AWS,2015-11-18T19:56:04+00:00,['Assaf Mentzer'],https://aws.amazon.com/blogs/big-data/building-a-near-real-time-discovery-platform-with-aws/
Building a Recommendation Engine with Spark ML on Amazon EMR using Zeppelin,2015-11-14T01:40:38+00:00,['Guy Ernest'],https://aws.amazon.com/blogs/big-data/building-a-recommendation-engine-with-spark-ml-on-amazon-emr-using-zeppelin/
Integrating Splunk with Amazon Kinesis Streams,2015-11-06T01:10:49+00:00,['Prahlad Rao'],https://aws.amazon.com/blogs/big-data/integrating-splunk-with-amazon-kinesis-streams/
Using AWS Lambda for Event-driven Data Processing Pipelines,2015-10-29T17:38:02+00:00,['Vadim Astakhov'],https://aws.amazon.com/blogs/big-data/using-aws-lambda-for-event-driven-data-processing-pipelines/
Building a Graph Database on AWS Using Amazon DynamoDB and Titan,2015-10-22T18:39:00+00:00,['Nick Corbett'],https://aws.amazon.com/blogs/big-data/building-a-graph-database-on-aws-using-amazon-dynamodb-and-titan/
Videos now available for AWS re:Invent 2015 Big Data Analytics sessions,2015-10-16T23:19:10+00:00,['Jonathan Fritz'],https://aws.amazon.com/blogs/big-data/videos-now-available-for-aws-reinvent-2015-big-data-analytics-sessions/
Persist Streaming Data to Amazon S3 using Amazon Kinesis Firehose and AWS Lambda,2015-10-15T18:40:53+00:00,['Derek Graeber'],https://aws.amazon.com/blogs/big-data/persist-streaming-data-to-amazon-s3-using-amazon-kinesis-firehose-and-aws-lambda/
Automating Analytic Workflows on AWS,2015-10-09T21:38:22+00:00,['Wangechi Doble'],https://aws.amazon.com/blogs/big-data/automating-analytic-workflows-on-aws/
Analyze Data with Presto and Airpal on Amazon EMR,2015-09-30T18:46:06+00:00,['Songzhi Liu'],https://aws.amazon.com/blogs/big-data/analyze-data-with-presto-and-airpal-on-amazon-emr/
AWS Big Data Analytics Sessions at re:Invent 2015,2015-09-28T17:50:29+00:00,['Roy Ben-Alta'],https://aws.amazon.com/blogs/big-data/aws-big-data-analytics-sessions-at-reinvent-2015/
How Coursera Manages Large-Scale ETL using AWS Data Pipeline and Dataduct,2015-09-24T17:09:01+00:00,['Coursera'],https://aws.amazon.com/blogs/big-data/how-coursera-manages-large-scale-etl-using-aws-data-pipeline-and-dataduct/
Scaling Writes on Amazon DynamoDB Tables with Global Secondary Indexes,2015-09-17T22:15:54+00:00,['Ian Meyers'],https://aws.amazon.com/blogs/big-data/scaling-writes-on-amazon-dynamodb-tables-with-global-secondary-indexes/
Introduction to Python UDFs in Amazon Redshift,2015-09-11T16:44:36+00:00,['Christopher Crosbie'],https://aws.amazon.com/blogs/big-data/introduction-to-python-udfs-in-amazon-redshift/
Using BlueTalon with Amazon EMR,2015-09-04T22:23:55+00:00,['BlueTalon'],https://aws.amazon.com/blogs/big-data/using-bluetalon-with-amazon-emr/
"Integrating Amazon Kinesis, Amazon S3 and Amazon Redshift with Cascading on Amazon EMR",2015-08-27T16:49:38+00:00,['Concurrent'],https://aws.amazon.com/blogs/big-data/integrating-amazon-kinesis-amazon-s3-and-amazon-redshift-with-cascading-on-amazon-emr/
Extending Seven Bridges Genomics with Amazon Redshift and R,2015-08-21T00:16:09+00:00,['Christopher Crosbie'],https://aws.amazon.com/blogs/big-data/extending-seven-bridges-genomics-with-amazon-redshift-and-r/
Building and Maintaining an Amazon S3 Metadata Index without Servers,2015-08-12T22:13:02+00:00,['Mike Deck'],https://aws.amazon.com/blogs/big-data/building-and-maintaining-an-amazon-s3-metadata-index-without-servers/
Implementing Efficient and Reliable Producers with the Amazon Kinesis Producer Library,2015-08-06T18:57:27+00:00,['Kevin Deng'],https://aws.amazon.com/blogs/big-data/implementing-efficient-and-reliable-producers-with-the-amazon-kinesis-producer-library/
Connecting R with Amazon Redshift,2015-07-29T20:35:16+00:00,['Markus Schmidberger'],https://aws.amazon.com/blogs/big-data/connecting-r-with-amazon-redshift/
Running R on AWS,2015-07-23T18:35:47+00:00,"['Markus Schmidberger', 'Aaron Friedman']",https://aws.amazon.com/blogs/big-data/running-r-on-aws/
Presto-Amazon Kinesis Connector for Interactively Querying Streaming Data,2015-07-15T23:30:03+00:00,['Qubole'],https://aws.amazon.com/blogs/big-data/presto-amazon-kinesis-connector-for-interactively-querying-streaming-data/
Building Scalable and Responsive Big Data Interfaces with AWS Lambda,2015-07-10T18:28:59+00:00,['FireEye'],https://aws.amazon.com/blogs/big-data/building-scalable-and-responsive-big-data-interfaces-with-aws-lambda/
How Expedia Implemented Near Real-time Analysis of Interdependent Datasets,2015-07-02T00:03:32+00:00,['Pariveda Solutions'],https://aws.amazon.com/blogs/big-data/how-expedia-implemented-near-real-time-analysis-of-interdependent-datasets/
Applying Machine Learning to Text Mining with Amazon S3 and RapidMiner,2015-06-25T14:48:21+00:00,['Gopal Wunnava'],https://aws.amazon.com/blogs/big-data/applying-machine-learning-to-text-mining-with-amazon-s3-and-rapidminer/
Large-Scale Machine Learning with Spark on Amazon EMR,2015-06-16T20:09:39+00:00,['Intent Media'],https://aws.amazon.com/blogs/big-data/large-scale-machine-learning-with-spark-on-amazon-emr/
Building a Binary Classification Model with Amazon Machine Learning and Amazon Redshift,2015-06-12T00:07:15+00:00,['Guy Ernest'],https://aws.amazon.com/blogs/big-data/building-a-binary-classification-model-with-amazon-machine-learning-and-amazon-redshift/
Test drive two big data scenarios from the \xe2\x80\x98Building a Big Data Platform on AWS\xe2\x80\x99 bootcamp,2015-06-04T20:19:57+00:00,['Matt Yanchyshyn'],https://aws.amazon.com/blogs/big-data/test-drive-two-big-data-scenarios-from-the-building-a-big-data-platform-on-aws-bootcamp/
Indexing Common Crawl Metadata on Amazon EMR Using Cascading and Elasticsearch,2015-05-28T15:53:48+00:00,['Hernan Vivani'],https://aws.amazon.com/blogs/big-data/indexing-common-crawl-metadata-on-amazon-emr-using-cascading-and-elasticsearch/
Building a Multi-Class ML Model with Amazon Machine Learning,2015-05-21T15:36:46+00:00,['Guy Ernest'],https://aws.amazon.com/blogs/big-data/building-a-multi-class-ml-model-with-amazon-machine-learning/
Optimizing for Star Schemas and Interleaved Sorting on Amazon Redshift,2015-05-11T22:09:18+00:00,['Neelam'],https://aws.amazon.com/blogs/big-data/optimizing-for-star-schemas-and-interleaved-sorting-on-amazon-redshift/
Using AWS Data Pipeline\xe2\x80\x99s Parameterized Templates to Build Your Own Library of ETL Use-case Definitions,2015-05-06T20:09:29+00:00,['Leena Joseph'],https://aws.amazon.com/blogs/big-data/using-aws-data-pipelines-parameterized-templates-to-build-your-own-library-of-etl-use-case-definitions/
Building a Numeric Regression Model with Amazon Machine Learning,2015-04-28T21:18:53+00:00,['Guy Ernest'],https://aws.amazon.com/blogs/big-data/building-a-numeric-regression-model-with-amazon-machine-learning/
Running a High Performance SAS Grid Manager Cluster on AWS with Intel Cloud Edition for Lustre,2015-04-23T16:44:53+00:00,['Neelam'],https://aws.amazon.com/blogs/big-data/running-a-high-performance-sas-grid-manager-cluster-on-aws-with-intel-cloud-edition-for-lustre/
Launching and Running an Amazon EMR Cluster in your VPC \xe2\x80\x93 Part 2: Custom DNS,2015-04-17T18:29:24+00:00,['Daniel Garrison'],https://aws.amazon.com/blogs/big-data/launching-and-running-an-amazon-emr-cluster-in-your-vpc-part-2-custom-dns/
Nasdaq\xe2\x80\x99s Architecture using Amazon EMR and Amazon S3 for Ad Hoc Access to a Massive Data Set,2015-04-09T15:39:10+00:00,['Nasdaq'],https://aws.amazon.com/blogs/big-data/nasdaqs-architecture-using-amazon-emr-and-amazon-s3-for-ad-hoc-access-to-a-massive-data-set/
Processing Amazon Kinesis Stream Data Using Amazon KCL for Node.js,2015-04-03T21:08:11+00:00,['Manan Gosalia'],https://aws.amazon.com/blogs/big-data/processing-amazon-kinesis-stream-data-using-amazon-kcl-for-node-js/
Streaming Analytics with DataTorrent RTS and Amazon EMR,2015-03-24T23:46:42+00:00,['DataTorrent'],https://aws.amazon.com/blogs/big-data/streaming-analytics-with-datatorrent-rts-and-amazon-emr/
Launching and Running an Amazon EMR Cluster inside a VPC,2015-03-20T21:07:27+00:00,['Daniel Garrison'],https://aws.amazon.com/blogs/big-data/launching-and-running-an-amazon-emr-cluster-inside-a-vpc/
Using Amazon EMR and Hunk for Rapid Response Log Analysis and Review,2015-03-13T21:56:17+00:00,['Patrick Shumate'],https://aws.amazon.com/blogs/big-data/using-amazon-emr-and-hunk-for-rapid-response-log-analysis-and-review/
A Zero-Administration Amazon Redshift Database Loader,2015-03-06T20:46:54+00:00,['Ian Meyers'],https://aws.amazon.com/blogs/big-data/a-zero-administration-amazon-redshift-database-loader/
Using IPython Notebook to Analyze Data with Amazon EMR,2015-02-27T23:17:04+00:00,['Manjeet Chayel'],https://aws.amazon.com/blogs/big-data/using-ipython-notebook-to-analyze-data-with-amazon-emr/
Snakes in the Stream \xe2\x80\x93 Feeding and Eating Amazon Kinesis Streams with Python,2015-02-21T00:15:30+00:00,['Markus Schmidberger'],https://aws.amazon.com/blogs/big-data/snakes-in-the-stream-feeding-and-eating-amazon-kinesis-streams-with-python/
Using LDAP via AWS Directory Service to Access and Administer Your Hadoop Environment,2015-02-14T00:40:39+00:00,['Erik Swensson'],https://aws.amazon.com/blogs/big-data/using-ldap-via-aws-directory-service-to-access-and-administer-your-hadoop-environment/
Running Apache Accumulo on Amazon EMR,2015-02-06T19:34:59+00:00,['Manjeet Chayel'],https://aws.amazon.com/blogs/big-data/running-apache-accumulo-on-amazon-emr/
Getting Started with Elasticsearch and Kibana on Amazon EMR,2015-01-30T23:54:44+00:00,['Hernan Vivani'],https://aws.amazon.com/blogs/big-data/getting-started-with-elasticsearch-and-kibana-on-amazon-emr/
Strategies for Reducing Your Amazon EMR Costs,2015-01-15T20:00:01+00:00,['BloomReach'],https://aws.amazon.com/blogs/big-data/strategies-for-reducing-your-amazon-emr-costs/
Node.js Streaming MapReduce with Amazon EMR,2015-01-09T14:57:15+00:00,['Ian Meyers'],https://aws.amazon.com/blogs/big-data/node-js-streaming-mapreduce-with-amazon-emr/
Building and Running a Recommendation Engine at Any Scale,2014-12-15T19:15:00+00:00,['Mortar Data'],https://aws.amazon.com/blogs/big-data/building-and-running-a-recommendation-engine-at-any-scale/
Getting HBase Running on Amazon EMR and Connecting it to Amazon Kinesis,2014-12-12T17:21:20+00:00,['Wangechi Doble'],https://aws.amazon.com/blogs/big-data/getting-hbase-running-on-amazon-emr-and-connecting-it-to-amazon-kinesis/
