title,time,authors,link
The Impact of Using Latest-Generation Instances for Your Amazon EMR Job,2014-12-05T19:20:55+00:00,['Nick Corbett'],https://aws.amazon.com/blogs/big-data/the-impact-of-using-latest-generation-instances-for-your-amazon-emr-job/
ETL Processing Using AWS Data Pipeline and Amazon Elastic MapReduce,2014-11-26T17:54:14+00:00,['Manjeet Chayel'],https://aws.amazon.com/blogs/big-data/etl-processing-using-aws-data-pipeline-and-amazon-elastic-mapreduce/
"Visualizing Real-time, Geotagged Data with Amazon Kinesis",2014-11-21T18:14:58+00:00,['Nick Corbett'],https://aws.amazon.com/blogs/big-data/visualizing-real-time-geotagged-data-with-amazon-kinesis/
Dispatches from re:Invent \xe2\x80\x93 Day 4,2014-11-14T03:03:35+00:00,['Matt Yanchyshyn'],https://aws.amazon.com/blogs/big-data/dispatches-from-reinvent-day-4/
Dispatches from re:Invent \xe2\x80\x93 Day 3,2014-11-13T23:23:51+00:00,['Matt Yanchyshyn'],https://aws.amazon.com/blogs/big-data/dispatches-from-reinvent-day-3/
Dispatches from re:Invent \xe2\x80\x93 Day 2,2014-11-13T23:18:42+00:00,['Matt Yanchyshyn'],https://aws.amazon.com/blogs/big-data/dispatches-from-reinvent-day-2/
Dispatches from re:Invent \xe2\x80\x93 Day 1,2014-11-11T04:11:19+00:00,['Matt Yanchyshyn'],https://aws.amazon.com/blogs/big-data/dispatches-from-reinvent-day-1/
Is the Big Data Track at re:Invent on Your Schedule?,2014-11-07T18:46:21+00:00,['Andy Werth'],https://aws.amazon.com/blogs/big-data/is-the-big-data-track-at-reinvent-on-your-schedule/
"Implement a Real-time, Sliding-Window Application Using Amazon Kinesis and Apache Storm",2014-10-28T17:45:28+00:00,['Rahul Bhartia'],https://aws.amazon.com/blogs/big-data/implement-a-real-time-sliding-window-application-using-amazon-kinesis-and-apache-storm/
Building Multi-AZ or Multi-Region Amazon Redshift Clusters,2014-10-24T18:03:32+00:00,['Erik Swensson'],https://aws.amazon.com/blogs/big-data/building-multi-az-or-multi-region-amazon-redshift-clusters/
AWS Ad Tech Event Friday Oct 24 in San Francisco,2014-10-21T22:34:47+00:00,['Jon Einkauf'],https://aws.amazon.com/blogs/big-data/aws-ad-tech-event-friday-oct-24-in-san-francisco/
Installing Apache Spark on an Amazon EMR Cluster,2014-10-21T15:18:33+00:00,['Jonathan Fritz'],https://aws.amazon.com/blogs/big-data/installing-apache-spark-on-an-amazon-emr-cluster/
Deploying Cloudera\xe2\x80\x99s Enterprise Data Hub on AWS,2014-10-15T17:26:25+00:00,['Karthik Krishnan'],https://aws.amazon.com/blogs/big-data/deploying-clouderas-enterprise-data-hub-on-aws/
Using Attunity CloudBeam at UMUC to Replicate Data to Amazon RDS and Amazon Redshift,2014-10-09T17:06:44+00:00,['Matt Yanchyshyn'],https://aws.amazon.com/blogs/big-data/using-attunity-cloudbeam-at-umuc-to-replicate-data-to-amazon-rds-and-amazon-redshift/
Ensuring Consistency When Using Amazon S3 and Amazon Elastic MapReduce for ETL Workflows,2014-10-07T19:21:27+00:00,['Jonathan Fritz'],https://aws.amazon.com/blogs/big-data/ensuring-consistency-when-using-amazon-s3-and-amazon-elastic-mapreduce-for-etl-workflows/
Statistical Analysis with Open-Source R and RStudio on Amazon EMR,2014-10-02T18:24:38+00:00,['Markus Schmidberger'],https://aws.amazon.com/blogs/big-data/statistical-analysis-with-open-source-r-and-rstudio-on-amazon-emr/
Using Amazon EMR with SQL Workbench and other BI Tools,2014-09-26T18:14:23+00:00,['Simba Technologies'],https://aws.amazon.com/blogs/big-data/using-amazon-emr-with-sql-workbench-and-other-bi-tools/
Using Amazon EMR and Tableau to Analyze and Visualize Data,2014-09-19T18:09:22+00:00,['Rahul Bhartia'],https://aws.amazon.com/blogs/big-data/using-amazon-emr-and-tableau-to-analyze-and-visualize-data/
Using Amazon Redshift to Analyze Your Elastic Load Balancer Traffic Logs,2014-09-12T18:54:04+00:00,['Biff Gaut'],https://aws.amazon.com/blogs/big-data/using-amazon-redshift-to-analyze-your-elastic-load-balancer-traffic-logs/
Getting Started with Amazon EMR Bootstrap Actions,2014-09-06T03:23:53+00:00,['Steve McPherson'],https://aws.amazon.com/blogs/big-data/getting-started-with-amazon-emr-bootstrap-actions/
"Using AWS for Multi-instance, Multi-part Uploads",2014-08-29T16:12:30+00:00,['James Saull'],https://aws.amazon.com/blogs/big-data/using-aws-for-multi-instance-multi-part-uploads/
Moving Big Data Into the Cloud using Signiant Flight,2014-08-22T18:42:38+00:00,['Matt Yanchyshyn'],https://aws.amazon.com/blogs/big-data/moving-big-data-into-the-cloud-using-signiant-flight/
Moving Big Data Into The Cloud with ExpeDat Gateway for Amazon S3,2014-08-15T14:46:16+00:00,['Matt Yanchyshyn'],https://aws.amazon.com/blogs/big-data/moving-big-data-into-the-cloud-with-expedat-gateway-for-amazon-s3/
Moving Big Data into the Cloud with Tsunami UDP,2014-08-08T16:37:34+00:00,['Matt Yanchyshyn'],https://aws.amazon.com/blogs/big-data/moving-big-data-into-the-cloud-with-tsunami-udp/
Hosting Amazon Kinesis Applications on AWS Elastic Beanstalk,2014-07-31T18:51:22+00:00,['Ian Meyers'],https://aws.amazon.com/blogs/big-data/hosting-amazon-kinesis-applications-on-aws-elastic-beanstalk/
Best Practices for Micro-Batch Loading on Amazon Redshift,2014-07-25T15:57:45+00:00,['Ian Meyers'],https://aws.amazon.com/blogs/big-data/best-practices-for-micro-batch-loading-on-amazon-redshift/
Powering Gaming Applications with Amazon DynamoDB,2014-07-17T20:27:57+00:00,['Nate Wiger'],https://aws.amazon.com/blogs/big-data/powering-gaming-applications-with-amazon-dynamodb/
Building a Recommender with Apache Mahout on Amazon Elastic MapReduce (EMR),2014-07-16T17:01:36+00:00,['Accenture'],https://aws.amazon.com/blogs/big-data/building-a-recommender-with-apache-mahout-on-amazon-elastic-mapreduce-emr/
